Nombre producto,id,Material,Package Color,Packaging,Capacity,Botella cap,Brand,Reference,Dirt,Product category,,,,,,,,,,,,,,,
Tajaditas Mix Super Ricas 38 g,1735,PLÁSTICO,Colorido opaco,Envoltorio,38 g,N/A,Super Ricas,Bar BQ-Miel,FALSE,,,,,,,,,,,,,,,,
Barra de proteína Nature Valley 40 g,1736,PLÁSTICO,Colorido brillante,Envoltorio,30 g,N/A,Nature Valley,Sweet & Salty,FALSE,,,,,,,,,,,,,,,,
Maní Saladito Taeq 50 g,1737,PLÁSTICO,Blanco,Envoltorio,50 g,N/A,Taeq,100% Natural,FALSE,Snacks,,,,,,,,,,,,,,,
Galleta Wafer Mini Cocosette  25 g,1738,PLÁSTICO,Café,Envoltorio,25 g,N/A,Cocosette,Mini,FALSE,Galletas,,,,,,,,,,,,,,,
Galletas Tres Moras,1739,MIXTO_RECICLABLE,Transparente,Envoltorio,N/A,N/A,Tres Moras,Galletas,FALSE,Galletas,,,,,,,,,,,,,,,
"Galletas con avena, uvas pasas y albaricoque Kalá 36 g",1740,PLÁSTICO,Morado,Envoltorio,36 gr,N/A,Kalá,"Avena, Uvas Pasas y Albaricoque",FALSE,Galletas,,,,,,,,,,,,,,,
GOL Original 28 g,1741,PLÁSTICO,Morado,Envoltorio,28 g,N/A,GOL,Original,FALSE,Chocolate,,,,,,,,,,,,,,,
Maní mezcla de frutos secos Natri 45 g,1742,PLÁSTICO,Beige y azul,Envoltorio,45 g,N/A,Natri,Mezcla de frutos secos,FALSE,Snacks,,,,,,,,,,,,,,,
Maní mezcla de frutos secos Natri 225 g,1743,PLÁSTICO,Transparente,Envoltorio,225 g,N/A,Natri,Lonchera Mezcla de frutos secos,FALSE,Snacks,,,,,,,,,,,,,,,
Bimbo Chocoso 65g,1744,PLÁSTICO,Rojo opaco,Envoltorio,65 g,N/A,Bimbo,Chocoso,TRUE,Chocolate,,,,,,,,,,,,,,,
Gatorade Mandarina 500ml,1745,PET,Transparente claro,Botella,500 ml,TRUE,Gatorade,Mandarina,FALSE,Jugo,,,,,,,,,,,,,,,
Rosquitas Ñaky Ñaky 35 g,1746,PLÁSTICO,Transparente,Envoltorio,35 g,N/A,Ñaky ñaky,Crocantes,FALSE,Snacks,,,,,,,,,,,,,,,
Chocoramo Brownie Mini Arequipe 26 g,1747,PLÁSTICO,Naranja,Envoltorio,26 g,N/A,Chocoramo,Arequipe,FALSE,Chocolate,,,,,,,,,,,,,,,
Sobre de Miel Frisby,1748,PLÁSTICO,Colorido opcaco,Envoltorio,12 g,N/A,Frisby,Sirope con sabor a miel,FALSE,,,,,,,,,,,,,,,,
Cinta adhesiva de papel genérica,1749,PAPEL_OTROS,Beige,Cinta,N/A,N/A,N/A,Cinta de enmascarar,FALSE,,,,,,,,,,,,,,,,
Cinta adhesiva de papel genérica,1750,PAPEL_OTROS,Beige,Cinta,N/A,N/A,N/A,Cinta de enmascarar,TRUE,,,,,,,,,,,,,,,,
Galletas con avena y arándanos Kalá 216 g,1751,CARTÓN,Rosado,Caja,216 g,N/A,Kalá,Sin azúcares añadidos,FALSE,Galletas,,,,,,,,,,,,,,,
"Galletas con avena, uvas pasas y albaricoque Kalá 216 g",1752,CARTÓN,Morado,Caja,216 g,N/A,Kalá,"Avena, Uvas Pasas y Albaricoque",FALSE,Galletas,,,,,,,,,,,,,,,
GOL Mega Arequipe 53 g,1753,PLÁSTICO,Amarillo y naranja,Envoltorio,53 g,N/A,GOL,Arequipe,FALSE,Chocolate,,,,,,,,,,,,,,,
Caja de comida Frisby,1754,CARTÓN,Café,Caja,N/A,FALSE,Frisby,Recipiente de comida sucio,TRUE,,,,,,,,,,,,,,,,
Chupeta Corazón Tipitin Colombina 9 g,1755,PLÁSTICO,Rojo,Envoltorio,9 g,N/A,Colombina,Corazón,FALSE,,,,,,,,,,,,,,,,
Galletas Club Social Integral 144 g,1756,PLÁSTICO,Opaco colorido,Envoltorio,144 g,N/A,Club Social,Integral,FALSE,Galletas,,,,,,,,,,,,,,,
7up 400 ml,1757,PET,Transparente,Botella,400 ml,TRUE,7up,Bebida gaseosa,FALSE,Gaseosa,,,,,,,,,,,,,,,
7up 400 ml,1758,PET,Transparente,Botella,400 ml,FALSE,7up,Bebida gaseosa,FALSE,Gaseosa,,,,,,,,,,,,,,,
Envoltorio de pastillas,1759,EMPAQUE_MEDICAMENTO,Blanco,Envoltorio,N/A,N/A,N/A,Envoltorio pastillas,FALSE,,,,,,,,,,,,,,,,
Bálsamo Labial Fresh Cherry Carmex 10 g,1760,PLÁSTICO,Amarillo,Envase,10 g,TRUE,Carmex,SPF 15 Sunscreen,FALSE,,,,,,,,,,,,,,,,
Galletas con harina de trigo Hony Bran 33 g,1761,PLÁSTICO,Naranja,Envoltorio,33 g,N/A,Hony Bran,Galletas con harina de trigo integral son sabor a miel,FALSE,Galletas,,,,,,,,,,,,,,,
Vaso de cartón De Lolita,1762,PAPER_CUP,N/A,Envase,N/A,TRUE,De Lolita,,FALSE,,,,,,,,,,,,,,,,
Vaso de cartón De Lolita,1763,PAPER_CUP,N/A,Envase,N/A,TRUE,De Lolita,,TRUE,,,,,,,,,,,,,,,,
Envoltorio genérico Las Caseritas,1764,PLÁSTICO,Transparente,Envoltorio,N/A,N/A,Las Caseritas,Envoltorio genérico Las Caseritas,TRUE,,,,,,,,,,,,,,,,
Envoltorio genérico Las Caseritas,1765,PLÁSTICO,Transparente,Envoltorio,N/A,N/A,Las Caseritas,Envoltorio genérico Las Caseritas,FALSE,,,,,,,,,,,,,,,,
Envoltorio genérico Chocolatina Jet,1766,MIXTO_RECICLABLE,Colorido brillante,Envoltorio,N/A,N/A,Jet,Envoltorio genérico Jet,TRUE,Chocolate,,,,,,,,,,,,,,,
Envoltorio genérico Chocolatina Jet,1767,MIXTO_RECICLABLE,Colorido brillante,Envoltorio,N/A,N/A,Jet,Envoltorio genérico Jet,FALSE,Chocolate,,,,,,,,,,,,,,,
Caramelo Tres Leches Toffelo Artesano ,1768,PLÁSTICO,Colorido brillante,Envoltorio,5.5 g,N/A,Toffelo ,Tres leches con relleno sabor arequipe,FALSE,,,,,,,,,,,,,,,,
Palomitas de maíz UAU Snacks 18 g,1769,PLÁSTICO,Beige y morado,Envoltorio,14 g,N/A,UAU Snacks,Con sabor dulce y salado,FALSE,Snacks,,,,,,,,,,,,,,,
Caramelo Big Ben 5.5 g,1770,PLÁSTICO,Dorado,Envoltorio,5.5 g,N/A,Big Ben,Caramelo de leche,FALSE,Dulces/Golosinas,,,,,,,,,,,,,,,
Coca-Cola Orginial Botella 1.5 L,1771,PET,Transparente claro,Botella,1.5 L,TRUE,Coca-Cola,Original con tapa,FALSE,Gaseosa,,,,,,,,,,,,,,,
Coca-Cola Orginial Botella 1.5 L,1772,PET,Transparente claro,Botella,1.5 L,FALSE,Coca-Cola,Original sin tapa,FALSE,Gaseosa,,,,,,,,,,,,,,,
Bebida energizante Myth Legendary Pre-workout 250 ml,1773,ALUMINIO,Azul metalizado,Lata,250 ml,N/A,Myth,MutanTest,FALSE,,,,,,,,,,,,,,,,
Rosquillas integrales Naturela 36 g,1774,PLÁSTICO,Beige y café,Envoltorio,36 g,N/A,Naturela,Artesanales,FALSE,Snacks,,,,,,,,,,,,,,,
Generic Coca-Cola Zero bottle,1775,PET,Transparente,Botella,N/A,TRUE,Coca-Cola,Botella Coca-Cola Zero sin referencia visible con tapa,TRUE,Gaseosa,,,,,,,,,,,,,,,
Generic Coca-Cola Zero bottle,1776,PET,Transparente,Botella,N/A,FALSE,Coca-Cola,Botella Coca-Cola Zero sin referencia visible sin tapa,TRUE,Gaseosa,,,,,,,,,,,,,,,
Brisa Manzana con Gas 600ml,1777,PET,Transparente claro,Botella,600 ml,TRUE,Brisa,Manzana con gas,FALSE,Gaseosa,,,,,,,,,,,,,,,
Brisa Manzana con Gas 600ml,1778,PET,Transparente claro,Botella,600 ml,FALSE,Brisa,Manzana con gas,FALSE,Gaseosa,,,,,,,,,,,,,,,
Helado Cookies & Cream Doña Antojo 100 g,1779,PLÁSTICO,Blanco,Envoltorio,100 g,N/A,Doña Antojo,Cookies & Cream,FALSE,,,,,,,,,,,,,,,,
Generic Glass Bottle,1780,VIDRIO,N/A,Botella,N/A,TRUE,N/A,N/A,TRUE,,,,,,,,,,,,,,,,
Generic Glass Bottle,1781,VIDRIO,N/A,Botella,N/A,FALSE,N/A,N/A,TRUE,,,,,,,,,,,,,,,,
La Especial Mix Arándanos 450 g,1782,PLÁSTICO,Colorido brillante,Envoltorio,450 g,N/A,La Especial,Mix Arándanos,FALSE,Snacks,,,,,,,,,,,,,,,
Helado Turrón de Coco Tonny 10 g,1783,PLÁSTICO,Blanco,Envoltorio,100 g,N/A,Tonny ,Turrón de Coco,FALSE,,,,,,,,,,,,,,,,
Aromática tradicional colombiana Yerbabuena Jaibel ,1784,PAPEL_OTROS,Azul oscuro,Envoltorio,N/A,N/A,Jaibel,Aromática de Yerbabuena,FALSE,,,,,,,,,,,,,,,,
Festival Recreo 50 g,1785,PLÁSTICO,Azul,Envoltorio,50 g,N/A,Festival,Recreo,FALSE,Galletas,,,,,,,,,,,,,,,
Trululu Gomitas Oro 70 g,1786,PLÁSTICO,Amarillo,Envoltorio,70 g,N/A,Trululu,Gomitas Oro,FALSE,Dulces/Golosinas,,,,,,,,,,,,,,,
Suero hidratante Manzana Electrolit 625 ml,1787,PLÁSTICO,Transparente colorido,Envase,625 ml,TRUE,Electrolit,Manzana,FALSE,Hidratante,,,,,,,,,,,,,,,
Tosh Cremadas Vainilla 24 g,1788,PLÁSTICO,Opaco colorido,Envoltorio,24 g,N/A,Tosh,Vainilla,FALSE,Galletas,,,,,,,,,,,,,,,
Chocolatina Jet Original 11 g,1789,PAPEL_OTROS,Azul opaco,Envoltorio,11 g,N/A,Jet,Original,FALSE,Chocolate,,,,,,,,,,,,,,,
Generic Brisa Bottle,1790,PET,Transparente,Botella,N/A,TRUE,Brisa,Botella Brisa sin referencia visible con tapa,FALSE,Agua,,,,,,,,,,,,,,,
Generic Brisa Bottle,1791,PET,Transparente,Botella,N/A,FALSE,Brisa,Botella Brisa sin referencia visible sin tapa,FALSE,Agua,,,,,,,,,,,,,,,
Oximetazolina HCI 15 ml,1792,EMPAQUE_MEDICAMENTO,Blanco,Envase,15 ml,TRUE,MK,Solución nasal,FALSE,Medicina,,,,,,,,,,,,,,,
Cinta de Montaje Duramax,1793,MIXTO_RECICLABLE,Rojo,N/A,N/A,N/A,Duramax,Fuerte cinta,FALSE,,,,,,,,,,,,,,,,
Bebida energizante Kofe 295 ml ,1794,ALUMINIO,Negro,Lata,295 ml,N/A,Kofe,Sabor Fantasy Fruit Clásico,FALSE,,,,,,,,,,,,,,,,
Hit Lulo 200 ml,1795,TETRAPACK,Verde,Caja,200 ml,N/A,Hit,Lulo,FALSE,Jugo,,,,,,,,,,,,,,,
Papitas Riz-Q Limón,1796,PLÁSTICO,Colorido brillante,Envoltorio,12 g,N/A,Riz-Q,Pasabocas Limón,FALSE,Snacks,,,,,,,,,,,,,,,
Chips de Lenteja Kibo 28 g,1797,PLÁSTICO,Colorido opaco,Envoltorio,28 g,N/A,Kibo,Cebolla Maui,FALSE,Snacks,,,,,,,,,,,,,,,
Generic Pony Malta Bottle,1798,PET,Café opaco,Botella,N/A,TRUE,Pony Malta,Botella Pony Malta sin referencia visible con tapa,TRUE,Gaseosa,,,,,,,,,,,,,,,
Generic Pony Malta Bottle,1799,PET,Café opaco,Botella,N/A,TRUE,Pony Malta,Botella Pony Malta sin referencia visible con tapa,FALSE,Gaseosa,,,,,,,,,,,,,,,
Generic Pony Malta Bottle,1800,PET,Café opaco,Botella,N/A,FALSE,Pony Malta,Botella Pony Malta sin referencia visible sin tapa,TRUE,Gaseosa,,,,,,,,,,,,,,,
Generic Pony Malta Bottle,1801,PET,Café opaco,Botella,N/A,FALSE,Pony Malta,Botella Pony Malta sin referencia visible sin tapa,FALSE,Gaseosa,,,,,,,,,,,,,,,
Nube Servilletas Cortadas 176 g,1802,PLÁSTICO,Transparente,Envoltorio,176 g,N/A,Nube,Servilletas cortadas,FALSE,,,,,,,,,,,,,,,,
Nucita Nuci Toy Crema con Avellanas 14g,1803,PLÁSTICO,Amarillo,Envase,14 g,N/A,Nucita,Nuci Toy,FALSE,Chocolate,,,,,,,,,,,,,,,
Galletas Sultanas Noel 36.7 g,1804,PLÁSTICO,Verde oscuro,Envoltorio,36.7 g,N/A,Noel,Sultanas,FALSE,Galletas,,,,,,,,,,,,,,,
Arepas Sonsoneña 520 g,1805,PLÁSTICO,Transparente,Envoltorio,520 g,N/A,Sonsoneña,Maíz blanco,FALSE,Snacks,,,,,,,,,,,,,,,
Bon Yurt Piazza 174g,1806,PLÁSTICO,Opaco colorido,Envase,174 g,TRUE,Bon Yurt,Barquillos de chocolate,FALSE,Yogur,,,,,,,,,,,,,,,
Generic Notebook ,1807,MIXTO_RECICLABLE,N/A,N/A,N/A,N/A,N/A,Cuaderno o libreta,FALSE,,,,,,,,,,,,,,,,
Caja de Leche Semidescremada Latti ,1808,TETRAPACK,Rojo y blanco,Caja,900 ml,TRUE,Latti,Semidescremada,FALSE,Leche,,,,,,,,,,,,,,,
Caja de Leche Semidescremada Latti ,1809,TETRAPACK,Rojo y blanco,Caja,900 ml,FALSE,Latti,Semidescremada,FALSE,Leche,,,,,,,,,,,,,,,
Detergente en Polvo Antibacterial Bonaropa 1.1 k,1810,PLÁSTICO,Azul,Envoltorio,1.1 k,N/A,Bonaropa,Control de olor,FALSE,,,,,,,,,,,,,,,,
Galletas Ducales 360 g,1811,PLÁSTICO,Colorido brillante,Envoltorio,360 g,N/A,Ducales,Las galletas del toque secreto,FALSE,Galletas,,,,,,,,,,,,,,,
Barquillos con Crema de Cacao Biscotti 150 g,1812,PLÁSTICO,Marrón,Envoltorio,150 g,N/A,Biscotti,Relleno con crema de Cacao,FALSE,,,,,,,,,,,,,,,,
Generic Flower,1813,ORGÁNICO,N/A,N/A,N/A,N/A,N/A,Flores,FALSE,,,,,,,,,,,,,,,,
Pizza Hawaiana Backerei 130 g,1814,PLÁSTICO,Negro,Envoltorio,130 g,N/A,Backerei,Hecha con pan árabe,FALSE,,,,,,,,,,,,,,,,
Gala Miti 384 g,1815,PLÁSTICO,Rojo,Envoltorio,384 g,N/A,Ramo,Tajada de ponqué,FALSE,,,,,,,,,,,,,,,,
Hatsu Tea Granada & Mora azul 400 ml,1816,VIDRIO,Azul turquesa,Botella,400 ml,TRUE,Hatsu,Granada y Mora Azul,FALSE,Hidratante,,,,,,,,,,,,,,,
Hatsu Tea Granada & Mora azul 400 ml,1817,VIDRIO,Azul turquesa,Botella,400 ml,FALSE,Hatsu,Granada y Mora Azul,FALSE,Hidratante,,,,,,,,,,,,,,,
Chocolisto Chocolate Vitalisto 200 g,1818,PLÁSTICO,Naranja,Envoltorio,200 g,N/A,Chocolisto,Vitalisto,FALSE,Chocolate,,,,,,,,,,,,,,,
Vive 100 Ultra 380 ml,1819,PET,Azul brillante,Botella,380 ml,TRUE,Vive 100,Ultra,FALSE,Gaseosa,,,,,,,,,,,,,,,
Vive 100 Ultra 380 ml,1820,PET,Azul brillante,Botella,380 ml,FALSE,Vive 100,Ultra,FALSE,Gaseosa,,,,,,,,,,,,,,,
Envoltura SixPack Coca-Cola Zero,1821,PLÁSTICO,Rojo,Envoltorio,1410 ml,FALSE,Coca-Cola,Envoltura SixPack Zero,FALSE,Gaseosa,,,,,,,,,,,,,,,
Hatsu Original 269 ml,1822,ALUMINIO,Colorido brillante,Lata,269 ml,N/A,Hatsu,Pride - Sabor Original,FALSE,Hidratante,,,,,,,,,,,,,,,
Hit Mango 500 ml,1823,PET,Transparente,Botella,500 ml,FALSE,Hit,Mango,FALSE,Jugo,,,,,,,,,,,,,,,
Agua Aqua Pool 600 ml,1824,PET,Transparente,Botella,600 ml,TRUE,Aqua Pool,,FALSE,Agua,,,,,,,,,,,,,,,
Agua Aqua Pool 600 ml,1825,PET,Transparente,Botella,600 ml,FALSE,Aqua Pool,,FALSE,Agua,,,,,,,,,,,,,,,
Chocolate Orgánico Oscuro 100% Equiori 80 g,1826,CARTÓN,Café,Caja,80 g,N/A,Equiori,Oscuro 100%,FALSE,Chocolate,,,,,,,,,,,,,,,
Gelatina Fresa Frutiño 35 g,1827,CARTÓN,Blanco colorido,Caja,35 g,N/A,Frutiño,Fresa,FALSE,,,,,,,,,,,,,,,,
Gelatina Frutos Rojos Frutiño 30 g,1828,CARTÓN,Blanco colorido,Caja,30 g,N/A,Frutiño,Frutos Rojos,FALSE,,,,,,,,,,,,,,,,
Trident Sandía 30.6 g,1829,CARTÓN,Rojo,Caja,30.6 g,N/A,Trident,Sandía,FALSE,,,,,,,,,,,,,,,,
Gelatina Sin Sabor Frutiño 30 g,1830,CARTÓN,Blanco y azul,Caja,30 g,N/A,Frutiño,Gelatina Sin Sabor,FALSE,,,,,,,,,,,,,,,,
Chocolate Orgánico Oscuro Nibs de Cacao 70% Equiori 80 g,1831,CARTÓN,Blanco y morado,Caja,80 g,N/A,Equiori,Nibs de Cacao 70%,FALSE,Chocolate,,,,,,,,,,,,,,,
Gelatina Piña Frutiño 30 g,1832,CARTÓN,Verde y amarillo,Caja,30 g,N/A,Frutiño,Piña,FALSE,,,,,,,,,,,,,,,,
Pocillo de Cerámica,1833,CERÁMICO,N/A,Envase,N/A,N/A,N/A,Pocillo genérico de cerámica,FALSE,,,,,,,,,,,,,,,,
Generic Tool,1834,HERRAMIENTA,N/A,N/A,N/A,N/A,N/A,Herramienta,FALSE,,,,,,,,,,,,,,,,
Barquillo de Avellana GOL 35 g,1835,PLÁSTICO,Marrón,Envoltorio,35 g,N/A,GOL,Avellana,FALSE,Chocolate,,,,,,,,,,,,,,,
Galletas Limón Brinky 50 g,1836,PLÁSTICO,Verde,Envoltorio,50 g,N/A,Brinky,Limón,FALSE,Galletas,,,,,,,,,,,,,,,
Plato de cerámica,1837,CERÁMICO,N/A,N/A,N/A,N/A,N/A,Plato,FALSE,,,,,,,,,,,,,,,,
Plato de cerámica sucio,1838,CERÁMICO,N/A,N/A,N/A,N/A,N/A,Plato sucio,TRUE,,,,,,,,,,,,,,,,
Generic metalic cup,1839,METAL,N/A,Envase,N/A,N/A,N/A,Envase metálico,FALSE,,,,,,,,,,,,,,,,
Generic metalic bottle,1840,METAL,N/A,Botella,N/A,N/A,N/A,Botella metálica,FALSE,,,,,,,,,,,,,,,,
Frambuesas con Chocolate Franuí 150 g,1841,PLÁSTICO,Beige,Envase,150 g,TRUE,Franuí,Chocolate amargo + Chocolate blanco,FALSE,,,,,,,,,,,,,,,,
Frambuesas con Chocolate Franuí 150 g,1842,PLÁSTICO,Beige,Envase,150 g,FALSE,Franuí,Chocolate amargo + Chocolate blanco,FALSE,,,,,,,,,,,,,,,,
Tapa Plástica Producto Franuí,1843,PLÁSTICO,Beige,Tapa,N/A,N/A,Franuí,Tapa Producto Franuí,FALSE,,,,,,,,,,,,,,,,
Maizitos Natural 45 g,1844,PLÁSTICO,Amarillo,Envoltorio,45 g,N/A,Maizitos,Natural,FALSE,Snacks,,,,,,,,,,,,,,,
Chocolate Toblerone 100 g,1845,CARTÓN,N/A,Caja,100 g,N/A,Toblerone,Chocolate blanco,FALSE,,,,,,,,,,,,,,,,
Gatorade Frutos Tropicales 500ml,1846,PET,Transparente claro,Botella,500 ml,FALSE,Gatorade,Bebida hidratante energética,FALSE,,,,,,,,,,,,,,,,
Pañuelos Familia ,1847,PLÁSTICO,Colorido brillante,Envoltorio,10 unidades,N/A,Familia,A la mano,FALSE,,,,,,,,,,,,,,,,
Crema Antimanchas Nivea 30 ml,1848,CARTÓN,Colorido brillante,Envase,30 ml,N/A,Nivea,Luminous 630 ,FALSE,,,,,,,,,,,,,,,,
Galletas de Naranja Comapan 42 g,1849,PLÁSTICO,Transparente,Envoltorio,42 g,N/A,Comepan,Galleticas Naranja,FALSE,Galletas,,,,,,,,,,,,,,,
Manzana Postobón 269 ml,1850,ALUMINIO,Rosado,Lata,269 ml,N/A,Postobón,Manzana,FALSE,Gaseosa,,,,,,,,,,,,,,,
Chocolate Rocky 38 g,1851,PLÁSTICO,Amarillo,Envoltorio,38 g,N/A,Rocky,Chocolate con leche y almendras,FALSE,Chocolate,,,,,,,,,,,,,,,
Refisal Alta Pureza,1852,PLÁSTICO,Verde,Envoltorio,1g,N/A,Refisal,Refisal Alta Pureza,FALSE,,,,,,,,,,,,,,,,
Hatsu Soda Frambuesa y Rosas 300ml,1853,VIDRIO,Transparente,Botella,300 ml,FALSE,Hatsu,Soda Frambuesa & Rosas,FALSE,Gaseosa,,,,,,,,,,,,,,,
Hatsu Soda Sandía y Albahaca 300ml,1854,VIDRIO,Transparente,Botella,300 ml,FALSE,Hatsu,Soda Sandía & Albahaca,FALSE,Gaseosa,,,,,,,,,,,,,,,
Hatsu Soda Uva Blanca y Romero 300ml,1855,VIDRIO,Transparente,Botella,300 ml,FALSE,Hatsu,Soda Uva Blanca & Romero,FALSE,Gaseosa,,,,,,,,,,,,,,,
Termo plástico genérico,1856,PLÁSTICO,N/A,Botella,N/A,N/A,N/A,Termo genérico de plástico,FALSE,,,,,,,,,,,,,,,,
Refajo Coca Pola 330 ml,1857,ALUMINIO,Azul metalizado,Lata,330 ml,N/A,Cola Pola,La Mezcla Original,FALSE,,,,,,,,,,,,,,,,
Enjuague bucal Colgate Total 12 500 ml,1858,PLÁSTICO,Transparente,Botella,500 ml,TRUE,Colgate,Encías Reforzadas,FALSE,,,,,,,,,,,,,,,,
Enjuague bucal Colgate Total 12 500 ml,1859,PLÁSTICO,Transparente,Botella,500 ml,FALSE,Colgate,Encías Reforzadas,FALSE,,,,,,,,,,,,,,,,
Lomitos de Atún El Trece 175 g,1860,ALUMINIO,Azul,Lata,175 g,N/A,El Trece,Lomitos,FALSE,,,,,,,,,,,,,,,,
Coca-Cola Original 2.5 L,1861,PET,Transparente,Botella,2.5 L,TRUE,Coca-Cola,Original,FALSE,Gaseosa,,,,,,,,,,,,,,,
Coca-Cola Original 2.5 L,1862,PET,Transparente,Botella,2.5 L,FALSE,Coca-Cola,Original,FALSE,Gaseosa,,,,,,,,,,,,,,,
Agua con Gas Inn 600 ml,1863,PET,Transparente,Botella,600 ml,TRUE,Inn,Con gas,FALSE,Agua,,,,,,,,,,,,,,,
Agua con Gas Inn 600 ml,1864,PET,Transparente,Botella,600 ml,FALSE,Inn,Con gas,FALSE,Agua,,,,,,,,,,,,,,,
Lámina plástica de botella Colombiana de gaseosa (Sin botella),1865,PLÁSTICO,Amarillo,Envoltorio,250ml,FALSE,Colombiana,Colombiana la nuestra,FALSE,,,,,,,,,,,,,,,,
Quatro Toronja Botella 250 ml,1866,PET,Transparente claro,Botella,250 ml,FALSE,Quatro,Toronja,FALSE,Gaseosa,,,,,,,,,,,,,,,
Agua Inn 600 ml,1867,PET,Transparente,Botella,600 ml,TRUE,Inn,Potable,FALSE,Agua,,,,,,,,,,,,,,,
Agua Inn 600 ml,1868,PET,Transparente,Botella,600 ml,FALSE,Inn,Potable,FALSE,Agua,,,,,,,,,,,,,,,
PonyMalta Original 1 L,1869,PET,Café opaco,Botella,1 L,TRUE,PonyMalta, Original,FALSE,Gaseosa,,,,,,,,,,,,,,,
PonyMalta Original 1 L,1870,PET,Café opaco,Botella,1 L,FALSE,PonyMalta, Original,FALSE,Gaseosa,,,,,,,,,,,,,,,
Generic Postobón Bottle,1871,PET,Transparente ,Botella,N/A,TRUE,Postobón,Botella genérica Postobón,FALSE,Gaseosa,,,,,,,,,,,,,,,
Generic Postobón Bottle,1872,PET,Transparente ,Botella,N/A,FALSE,Postobón,Botella genérica Postobón,FALSE,Gaseosa,,,,,,,,,,,,,,,
Jugo de Durazno Frutto 300 ml,1873,PET,Transparente,Botella,300 ml,TRUE,Frutto,Durazno,FALSE,Jugo,,,,,,,,,,,,,,,
Jugo de Durazno Frutto 300 ml,1874,PET,Transparente,Botella,300 ml,FALSE,Frutto,Durazno,FALSE,Jugo,,,,,,,,,,,,,,,
Agua Cielo 300 ml,1875,PET,Transparente,Botella,300 ml,TRUE,Cielo,Agua,FALSE,Agua,,,,,,,,,,,,,,,
Agua Cielo 300 ml,1876,PET,Transparente,Botella,300 ml,FALSE,Cielo,Agua,FALSE,Agua,,,,,,,,,,,,,,,
Generic H2O Bottle,1877,PET,Transparente,Botella,300 ml,TRUE,Cielo,Botella genérica H2O,FALSE,Agua,,,,,,,,,,,,,,,
Generic H2O Bottle,1878,PET,Transparente,Botella,300 ml,FALSE,Cielo,Botella genérica H2O,FALSE,Agua,,,,,,,,,,,,,,,
Rollo de cinta,1879,NO_RECICLABLE,N/A,Rollo,N/A,N/A,N/A,N/A,FALSE,,,,,,,,,,,,,,,,
Agua Aquarel Nestlé 33 cl,1880,PET,Transparente,Botella,33 cl,TRUE,Nestlé,Agua de Reserva,FALSE,Agua,,,,,,,,,,,,,,,
Agua Aquarel Nestlé 33 cl,1881,PET,Transparente,Botella,33 cl,FALSE,Nestlé,Agua de Reserva,FALSE,Agua,,,,,,,,,,,,,,,
Caja genérica transparente de plástico,1882,PLÁSTICO,Transparente,Caja,N/A,N/A,N/A,N/A,FALSE,,,,,,,,,,,,,,,,
Generic cardboard + no reciclable,1883,NO_RECICLABLE,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,,,,,,,,,,,,,,,,
Generic cardboard + no reciclable,1884,NO_RECICLABLE,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,,,,,,,,,,,,,,,,
Snack Frutales Welch's 60 g,1885,PLÁSTICO,Colorido brillante,Envoltorio,60 g,N/A,Welch's,Mixed fruits,FALSE,Snacks,,,,,,,,,,,,,,,
Billete genérico,1886,PAPEL,N/A,Lámina,N/A,N/A,N/A,Billete,N/A,,,,,,,,,,,,,,,,
Yogurt Frutos Rojos Finesse 180 g,1887,MIXTO_RECICLABLE,Colorido opaco,Envase,180 g,TRUE,Finesse,Frutos Rojos,FALSE,Yogur,,,,,,,,,,,,,,,
Yogurt Frutos Rojos Finesse 180 g,1888,MIXTO_RECICLABLE,Colorido opaco,Envase,180 g,TRUE,Finesse,Frutos Rojos,TRUE,Yogur,,,,,,,,,,,,,,,
Yogurt Frutos Rojos Finesse 180 g,1889,MIXTO_RECICLABLE,Colorido opaco,Envase,180 g,FALSE,Finesse,Frutos Rojos,FALSE,Yogur,,,,,,,,,,,,,,,
Yogurt Frutos Rojos Finesse 180 g,1890,MIXTO_RECICLABLE,Colorido opaco,Envase,180 g,FALSE,Finesse,Frutos Rojos,TRUE,Yogur,,,,,,,,,,,,,,,
Toallas higiénicas Nosotras,1891,PLÁSTICO,Azul brillante,Envoltorio,N/A,N/A,Nosotras,,FALSE,,,,,,,,,,,,,,,,
Caja de comida Frisby,1892,CARTÓN,N/A,Caja,N/A,N/A,Frisby,Caja de comida,FALSE,,,,,,,,,,,,,,,,
Generic Sprite PET Bottle,1893,PET,Transparente,Botella,N/A,TRUE,Sprite,Botella de Sprite sin referencia visible,FALSE,Gaseosa,,,,,,,,,,,,,,,
Generic Sprite PET Bottle,1894,PET,Transparente,Botella,N/A,FALSE,Sprite,Botella de Sprite sin referencia visible,FALSE,Gaseosa,,,,,,,,,,,,,,,
Suero hidratante Mora Azul Electrolit 625 ml,1895,PLÁSTICO,Transparente,Envase,625 ml,TRUE,Electrolit,Mora Azul,FALSE,Hidratante,,,,,,,,,,,,,,,
Soda Botánica Seltzer Inaam Manzana-Hierbabuena 269 ml,1896,ALUMINIO,Verde metalizado,Lata,269 ml,N/A,Inaam,Manzana-Hierbabuena,FALSE,Gaseosa,,,,,,,,,,,,,,,
